symbol,name,Standard_Sector,Sector_Chinese
SKT,Tanger Inc. Common Stock,Real Estate,房地產
SKX,"Skechers U.S.A., Inc. Common Stock",Consumer Discretionary,非必需消費
SKY,"Champion Homes, Inc. Common Stock",Consumer Discretionary,非必需消費
SKYH,Sky Harbour Group Corporation Class A Common Stock,Industrials,工業
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",,
SLB,Schlumberger N.V. Common Stock,Energy,能源
SLF,Sun Life Financial Inc. Common Stock,Financials,金融
SLG,SL Green Realty Corp Common Stock,Real Estate,房地產
SLGN,Silgan Holdings Inc. Common Stock,Consumer Discretionary,非必需消費
SLQT,"SelectQuote, Inc. Common Stock",Financials,金融
SLVM,Sylvamo Corporation Common Stock,Materials,原物料
SM,SM Energy Company Common Stock,Energy,能源
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",Real Estate,房地產
SMBK,"SmartFinancial, Inc. Common Stock",Financials,金融
SMC,Summit Midstream Corporation Common Stock,Energy,能源
SMHI,SEACOR Marine Holdings Inc. Common Stock ,Industrials,工業
SMP,"Standard Motor Products, Inc. Common Stock",Consumer Discretionary,非必需消費
SMR,NuScale Power Corporation Class A Common Stock,Industrials,工業
SMRT,"SmartRent, Inc. Class A Common Stock",Information Technology,資訊科技
SNAP,Snap Inc. Class A Common Stock,Communication Services,通訊服務
SNDA,"Sonida Senior Living, Inc. Common Stock",Health Care,醫療保健
SNDR,"Schneider National, Inc. Common Stock",Industrials,工業
SNN,"Smith & Nephew SNATS, Inc. Common Stock",Health Care,醫療保健
SNOW,Snowflake Inc. Class A Common Stock,Information Technology,資訊科技
SNV,Synovus Financial Corp. Common Stock,Financials,金融
SNX,TD SYNNEX Corporation Common Stock,Information Technology,資訊科技
SO,Southern Company (The) Common Stock,Utilities,公用事業
SOC,Sable Offshore Corp. Common Stock,Energy,能源
SOLV,Solventum Corporation Common Stock,Health Care,醫療保健
SON,Sonoco Products Company Common Stock,Consumer Discretionary,非必需消費
SPB,"Spectrum Brands Holdings, Inc. Common Stock",Consumer Staples,必需消費
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",Industrials,工業
SPE,"Special Opportunities Fund, Inc Common Stock",Financials,金融
SPG,"Simon Property Group, Inc. Common Stock",Real Estate,房地產
SPGI,S&P Global Inc. Common Stock,Financials,金融
SPH,"Suburban Propane Partners, L.P. Common Stock",Utilities,公用事業
SPHR,Sphere Entertainment Co. Class A Common Stock,Communication Services,通訊服務
SPIR,"Spire Global, Inc. Class A Common Stock",Industrials,工業
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",Unclassified,未分類
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",Industrials,工業
SPRU,Spruce Power Holding Corporation Class A Common Stock,Information Technology,資訊科技
SPXC,"SPX Technologies, Inc. Common Stock",Industrials,工業
SQM,Sociedad Quimica y Minera S.A. Common Stock,Materials,原物料
SR,Spire Inc. Common Stock,Utilities,公用事業
SRE,DBA Sempra Common Stock,Utilities,公用事業
SRFM,Surf Air Mobility Inc. Common Stock,Industrials,工業
SRG,Seritage Growth Properties Class A Common Stock,Real Estate,房地產
SRI,"Stoneridge, Inc. Common Stock",Consumer Discretionary,非必需消費
SSB,SouthState Corporation Common Stock,Financials,金融
SSD,"Simpson Manufacturing Company, Inc. Common Stock",Materials,原物料
SST,"System1, Inc. Class A Common Stock",Industrials,工業
SSTK,"Shutterstock, Inc. Common Stock",Communication Services,通訊服務
STAG,"Stag Industrial, Inc. Common Stock",Real Estate,房地產
STC,Stewart Information Services Corporation Common Stock,Financials,金融
STEL,"Stellar Bancorp, Inc. Common Stock",Financials,金融
STEM,"Stem, Inc. Class A Common Stock",Utilities,公用事業
STEW,"SRH Total Return Fund, Inc. Common Stock",Financials,金融
STM,STMicroelectronics N.V. Common Stock,Information Technology,資訊科技
STN,Stantec Inc Common Stock,Industrials,工業
STR,Sitio Royalties Corp. Class A Common Stock,Energy,能源
STT,State Street Corporation Common Stock,Financials,金融
STZ,"Constellation Brands, Inc. Common Stock",Consumer Staples,必需消費
SU,Suncor Energy  Inc. Common Stock,Energy,能源
SUI,"Sun Communities, Inc. Common Stock",Real Estate,房地產
SUP,"Superior Industries International, Inc. Common Stock (DE)",Consumer Discretionary,非必需消費
SVV,"Savers Value Village, Inc. Common Stock",Consumer Discretionary,非必需消費
SWK,"Stanley Black & Decker, Inc. Common Stock",Industrials,工業
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",Utilities,公用事業
SWZ,Total Return Securities Fund Common Stock,Unclassified,未分類
SXC,"SunCoke Energy, Inc. Common Stock",Materials,原物料
SXI,Standex International Corporation Common Stock,Industrials,工業
SXT,Sensient Technologies Corporation Common Stock,Materials,原物料
SYF,Synchrony Financial Common Stock,Financials,金融
SYK,Stryker Corporation Common Stock,Health Care,醫療保健
SYY,Sysco Corporation Common Stock,Consumer Staples,必需消費
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care,醫療保健
TALO,"Talos Energy, Inc. Common Stock",Energy,能源
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Staples,必需消費
TAP.A,Molson Coors Beverage Company Class A Common Stock,,
TBI,"TrueBlue, Inc. Common Stock",Industrials,工業
TBN,Tamboran Resources Corporation Common stock,Energy,能源
TCI,"Transcontinental Realty Investors, Inc. Common Stock",Real Estate,房地產
TD,Toronto Dominion Bank (The) Common Stock,Financials,金融
TDC,Teradata Corporation Common Stock,Information Technology,資訊科技
TDF,"Templeton Dragon Fund, Inc. Common Stock",Financials,金融
TDG,Transdigm Group Incorporated Common Stock,Industrials,工業
TDOC,"Teladoc Health, Inc. Common Stock",Health Care,醫療保健
TDW,Tidewater Inc. Common Stock,Energy,能源
TDY,Teledyne Technologies Incorporated Common Stock,Information Technology,資訊科技
TE,T1 Energy Inc. Common Stock,Industrials,工業
TE.W,"T1 Energy Inc. Warrants, each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share",,
TEF,Telefonica SA Common Stock,Communication Services,通訊服務
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",Financials,金融
TEX,Terex Corporation Common Stock,Industrials,工業
TFC,Truist Financial Corporation Common Stock,Financials,金融
TFX,Teleflex Incorporated Common Stock,Health Care,醫療保健
TG,Tredegar Corporation Common Stock,Industrials,工業
TGI,"Triumph Group, Inc. Common Stock",Industrials,工業
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Energy,能源
TGT,Target Corporation Common Stock,Consumer Staples,必需消費
THC,Tenet Healthcare Corporation Common Stock,Health Care,醫療保健
THO,"Thor Industries, Inc. Common Stock",Consumer Discretionary,非必需消費
THR,"Thermon Group Holdings, Inc. Common Stock",Industrials,工業
THS,"Treehouse Foods, Inc. Common Stock",Consumer Staples,必需消費
TIC,Acuren Corporation Common Stock,Industrials,工業
TISI,"Team, Inc. Common Stock",Industrials,工業
TJX,"TJX Companies, Inc. (The) Common Stock",Consumer Discretionary,非必需消費
TK,Teekay Corporation Ltd. Common Stock,Energy,能源
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Communication Services,通訊服務
TKO,"TKO Group Holdings, Inc. Class A Common Stock",Communication Services,通訊服務
TKR,Timken Company (The) Common Stock,Industrials,工業
TLYS,"Tilly's, Inc. Common Stock",Consumer Discretionary,非必需消費
TM,Toyota Motor Corporation Common Stock,Consumer Discretionary,非必需消費
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,非必需消費
TMO,Thermo Fisher Scientific Inc Common Stock,Health Care,醫療保健
TNC,Tennant Company Common Stock,Industrials,工業
TNET,"TriNet Group, Inc. Common Stock",Industrials,工業
TOL,"Toll Brothers, Inc. Common Stock",Consumer Discretionary,非必需消費
TOST,"Toast, Inc. Class A Common Stock",Information Technology,資訊科技
TPB,"Turning Point Brands, Inc. Common Stock",Consumer Staples,必需消費
TPC,Tutor Perini Corporation Common Stock,Industrials,工業
TPH,"Tri Pointe Homes, Inc. Common Stock",Consumer Discretionary,非必需消費
TPL,Texas Pacific Land Corporation Common Stock,Energy,能源
TPR,"Tapestry, Inc. Common Stock",Consumer Discretionary,非必需消費
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Financials,金融
TR,"Tootsie Roll Industries, Inc. Common Stock",Consumer Staples,必需消費
TRAK,"ReposiTrak, Inc. Common Stock",Information Technology,資訊科技
TRC,Tejon Ranch Co Common Stock,Industrials,工業
TREX,"Trex Company, Inc. Common Stock",Industrials,工業
TRGP,"Targa Resources, Inc. Common Stock",Energy,能源
TRN,"Trinity Industries, Inc. Common Stock",Industrials,工業
TRNO,Terreno Realty Corporation Common Stock,Real Estate,房地產
TRP,TC Energy Corporation Common Stock,Energy,能源
TRTX,"TPG RE Finance Trust, Inc. Common Stock",Real Estate,房地產
TRU,TransUnion Common Stock,Financials,金融
TRV,"The Travelers Companies, Inc. Common Stock",Financials,金融
TSI,"TCW Strategic Income Fund, Inc. Common Stock",Financials,金融
TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",Financials,金融
TSN,"Tyson Foods, Inc. Common Stock",Consumer Staples,必需消費
TSQ,"Townsquare Media, Inc. Class A Common Stock",Communication Services,通訊服務
TTC,Toro Company (The) Common Stock,Industrials,工業
TTI,"Tetra Technologies, Inc. Common Stock",Industrials,工業
TV,Grupo Televisa S.A.B. Common Stock,Communication Services,通訊服務
TVC,Tennessee Valley Authority Common Stock,Unclassified,未分類
TWI,"Titan International, Inc. (DE) Common Stock",Industrials,工業
TWLO,Twilio Inc. Class A Common Stock,Information Technology,資訊科技
TWN,"Taiwan Fund, Inc. (The) Common Stock",Financials,金融
TXNM,"TXNM Energy, Inc. Common Stock",Utilities,公用事業
TXT,Textron Inc. Common Stock,Industrials,工業
TY,Tri Continental Corporation Common Stock,Financials,金融
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Financials,金融
TYL,"Tyler Technologies, Inc. Common Stock",Information Technology,資訊科技
U,Unity Software Inc. Common Stock,Information Technology,資訊科技
UA,"Under Armour, Inc. Class C Common Stock",Consumer Discretionary,非必需消費
UAA,"Under Armour, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
UBER,"Uber Technologies, Inc. Common Stock",Information Technology,資訊科技
UCB,"United Community Banks, Inc. Common Stock",Financials,金融
UDR,"UDR, Inc. Common Stock",Real Estate,房地產
UFI,"Unifi, Inc. New Common Stock",Consumer Discretionary,非必需消費
UGI,UGI Corporation Common Stock,Utilities,公用事業
UHS,"Universal Health Services, Inc. Common Stock",Health Care,醫療保健
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,房地產
UI,Ubiquiti Inc. Common Stock,Information Technology,資訊科技
UIS,Unisys Corporation New Common Stock,Information Technology,資訊科技
UL,Unilever PLC Common Stock,Consumer Staples,必需消費
ULS,UL Solutions Inc. Class A Common Stock,Industrials,工業
UMC,United Microelectronics Corporation (NEW) Common Stock,Information Technology,資訊科技
UMH,"UMH Properties, Inc. Common Stock",Real Estate,房地產
UNF,Unifirst Corporation Common Stock,Industrials,工業
UNFI,"United Natural Foods, Inc. Common Stock",Consumer Staples,必需消費
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,醫療保健
UNM,Unum Group Common Stock,Financials,金融
UNP,Union Pacific Corporation Common Stock,Industrials,工業
UP,Wheels Up Experience Inc. Class A Common Stock,Industrials,工業
UPS,"United Parcel Service, Inc. Common Stock",Industrials,工業
URI,"United Rentals, Inc. Common Stock",Industrials,工業
USB,U.S. Bancorp Common Stock,Financials,金融
USFD,US Foods Holding Corp. Common Stock,Consumer Staples,必需消費
USM,United States Cellular Corporation Common Stock,Communication Services,通訊服務
USNA,"USANA Health Sciences, Inc. Common Stock",Consumer Staples,必需消費
USPH,"U.S. Physical Therapy, Inc. Common Stock",Health Care,醫療保健
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock",Financials,金融
UTI,Universal Technical Institute Inc Common Stock,Consumer Staples,必需消費
UTL,UNITIL Corporation Common Stock,Utilities,公用事業
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,必需消費
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Financials,金融
UVV,Universal Corporation Common Stock,Consumer Staples,必需消費
UWMC,UWM Holdings Corporation Class A Common Stock,Financials,金融
VAC,Marriott Vacations Worldwide Corporation Common Stock,Consumer Discretionary,非必需消費
VATE,INNOVATE Corp. Common Stock,Industrials,工業
VBF,Invesco Bond Fund Common Stock,Financials,金融
VCV,Invesco California Value Municipal Income Trust Common Stock,Financials,金融
VEEV,Veeva Systems Inc. Class A Common Stock,Health Care,醫療保健
VEL,"Velocity Financial, Inc. Common Stock",Financials,金融
VFC,V.F. Corporation Common Stock,Consumer Discretionary,非必需消費
VG,"Venture Global, Inc. Class A common stock",Energy,能源
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Financials,金融
VHC,VirnetX Holding Corp Common Stock,Information Technology,資訊科技
VHI,"Valhi, Inc. Common Stock",Materials,原物料
VICI,VICI Properties Inc. Common Stock,Real Estate,房地產
VKQ,Invesco Municipal Trust Common Stock,Financials,金融
VLO,Valero Energy Corporation Common Stock,Energy,能源
VLTO,Veralto Corp Common Stock ,Industrials,工業
VMC,Vulcan Materials Company (Holding Company) Common Stock,Materials,原物料
VMI,"Valmont Industries, Inc. Common Stock",Industrials,工業
VMO,Invesco Municipal Opportunity Trust Common Stock,Financials,金融
VNCE,Vince Holding Corp. Common Stock,Consumer Discretionary,非必需消費
VNO,Vornado Realty Trust Common Stock,Real Estate,房地產
VNT,Vontier Corporation Common Stock ,Information Technology,資訊科技
VOYA,"Voya Financial, Inc. Common Stock",Financials,金融
VPG,"Vishay Precision Group, Inc. Common Stock",Information Technology,資訊科技
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Financials,金融
VRE,"Veris Residential, Inc. Common Stock",Real Estate,房地產
VRT,"Vertiv Holdings, LLC Class A Common Stock",Industrials,工業
VRTS,"Virtus Investment Partners, Inc. Common Stock",Financials,金融
VSCO,Victorias Secret & Co. Common Stock ,Consumer Discretionary,非必需消費
VSH,"Vishay Intertechnology, Inc. Common Stock",Information Technology,資訊科技
VST,Vistra Corp. Common Stock,Utilities,公用事業
VSTS,Vestis Corporation Common Stock,Industrials,工業
VTLE,"Vital Energy, Inc. Common Stock, par value $0.01 per share",Energy,能源
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Financials,金融
VTOL,"Bristow Group, Inc. Common Stock",Energy,能源
VTR,"Ventas, Inc. Common Stock",Real Estate,房地產
